fecha,temperatura,pluviosidad,nivel_agua
2023-01-01,21.291909878756137,3.6862312805108886,4.308768218759435
2023-01-02,25.332343728283682,10.127263939913867,4.932593301978061
2023-01-03,17.116927840499727,21.19820681356124,4.762610158644839
2023-01-04,18.496647794501914,14.677363068901792,5.0976398851453375
2023-01-05,22.72058034407729,15.79012079949788,4.753050505376466
2023-01-06,17.75711598721209,4.716551127094622,5.1734221725057905
2023-01-07,29.255129280784047,7.968757550100553,4.69089416716033
2023-01-08,8.417420335626076,14.405855907085257,5.059209969892236
2023-01-09,17.60883159643409,25.18440128381167,4.838009529222527
2023-01-10,22.53462954725699,21.63595379410477,5.221739643221448
2023-01-11,20.647476733854603,13.224500506674248,5.736023459116839
2023-01-12,23.720331050977357,7.9871387546427535,5.102363081026838
2023-01-13,15.096937330467,20.836897348780848,4.9333894034400725
2023-01-14,23.056153391956087,16.072581550974217,5.495127250549626
2023-01-15,18.571315931968503,6.06844113072434,5.0305254670442245
2023-01-16,18.508873536130423,0.06909431804371627,4.74241775430842
2023-01-17,18.508319892361037,10.217565725725832,4.834212867204136
2023-01-18,24.463783892821937,23.338974368000756,5.197700620265431
2023-01-19,20.90059104900878,3.1655020933277056,5.0989849517421275
2023-01-20,23.203738287753676,0.6864544270476269,4.946575406955126
2023-01-21,26.03796021255556,24.15655173787583,5.043130350092964
2023-01-22,23.79656093465325,11.184495726010661,5.4286222673710425
2023-01-23,18.452868728955888,4.147965571436178,5.067376872940808
2023-01-24,15.252133424222933,7.282187775485825,5.064350505771581
2023-01-25,10.873904977701516,26.956220549843284,4.5632494224473295
2023-01-26,30.75231420874946,4.08929003078578,5.459751977966493
2023-01-27,17.84632114173238,15.466020411801493,5.096266693381043
2023-01-28,20.163309006929214,9.323357602214045,4.903943543539077
2023-01-29,24.597967598404377,8.679185258356354,4.834959659546974
2023-01-30,19.850344844771232,23.97832025460042,4.495754928599205
2023-01-31,16.337851970001097,19.18211856565404,4.341319561572231
2023-02-01,29.807167931822853,6.243852596807048,5.0057485364147265
2023-02-02,14.027652254029755,11.945404203960827,4.526519781598382
2023-02-03,17.95267981452001,20.906194598534857,4.7851307685391
2023-02-04,31.067158918843717,8.44361625466472,4.455624158293353
2023-02-05,16.125314874253817,3.1114928288985726,4.379524838439834
2023-02-06,20.865584012838582,1.9244550834647258,4.310332076237872
2023-02-07,12.38396732491525,26.946205866180023,4.100128046873267
2023-02-08,16.15407998630422,0.14253143718094172,4.720735114671449
2023-02-09,17.752210445458232,22.40410563622859,4.212515278606967
2023-02-10,20.79187168249352,15.780861714691607,4.304912372642113
2023-02-11,20.127512415420853,13.847833815527316,4.249059062762764
2023-02-12,17.359196555207244,10.233857244587572,4.4883331655571395
2023-02-13,7.959819544015023,20.38364869451632,4.3610841181747935
2023-02-14,14.503602694311196,25.09024036823226,4.428480519683533
2023-02-15,22.97033091652252,6.426545792785118,4.418842817950932
2023-02-16,20.41773435988933,26.709368843200902,4.1191302683533
2023-02-17,22.647096292142948,40.25112879874054,3.8744927031866525
2023-02-18,22.529333724799542,11.702049221382422,4.389965662592743
2023-02-19,19.2842087836389,1.0885038616282425,4.200638431321778
2023-02-20,28.841599167071678,36.622570950630845,4.147405703286189
2023-02-21,26.553025235746468,1.2283119648833578,4.524623923165474
2023-02-22,20.96758194327011,20.394178957427563,4.345943724112481
2023-02-23,20.769631181852287,6.561527851713586,4.3398274200820195
2023-02-24,20.829517601452746,16.17563999788142,4.3201081472205525
2023-02-25,18.712613652294046,15.8297872218401,4.667757588162712
2023-02-26,21.649992195727858,13.330221969326104,4.566761443802409
2023-02-27,22.86100256625357,4.115584430315957,4.557266338188819
2023-02-28,20.247371036601102,6.167315186424468,4.163822520504104
2023-03-01,20.26069904367137,20.782017943157676,4.47721418559495
2023-03-02,25.175098491382535,4.599847128604395,4.761891726478222
2023-03-03,15.353705583390965,4.189044329413334,4.810721677744039
2023-03-04,26.293411661655995,4.169423198744578,4.758619000229142
2023-03-05,18.017709209102925,4.349624795170794,5.101291916736969
2023-03-06,26.68085617386346,6.414229625835355,4.731129717550367
2023-03-07,18.016499399356142,9.188485055488174,4.492614583931502
2023-03-08,21.01461737470482,1.5681266196773802,4.7702077694151
2023-03-09,27.080472481366783,7.17684400529051,5.317180630817733
2023-03-10,23.6286697582876,3.8503104160515527,5.0800355958274634
2023-03-11,20.101313721692023,20.58975948474584,5.120242769684872
2023-03-12,18.57652606532529,0.6182815485607693,5.270257607004182
2023-03-13,16.875757279375623,13.557547889517021,4.923430555860792
2023-03-14,18.56648701485534,19.248812508727465,5.066347543186545
2023-03-15,21.904626835416796,0.8019136835759221,5.431198767130815
2023-03-16,30.98025234180797,9.559328949671972,5.1694852564521465
2023-03-17,18.795135758880328,11.532719843025593,5.232711224876664
2023-03-18,18.58220117471516,12.909908521222206,5.157400150120163
2023-03-19,19.48703251541816,2.959882528773066,5.628925763175389
2023-03-20,23.563231353176867,7.517553203872489,4.942608628622408
2023-03-21,15.73740208598339,6.103718774744462,4.743586334976188
2023-03-22,17.592680449698953,11.920082842574075,4.8147296730576965
2023-03-23,21.76443842057207,3.5689538935280374,4.905567295386923
2023-03-24,27.86863752083816,8.663478560121966,4.836067623186169
2023-03-25,23.57601284975027,0.1623858714955745,4.615648187541501
2023-03-26,25.35684628828192,3.0421827738120206,4.91807429411876
2023-03-27,22.63609711547417,11.171417116878091,4.399034699772368
2023-03-28,20.052394701888087,14.529828626320496,4.794454531827231
2023-03-29,23.227577269156065,2.5785579443555466,4.997939564013291
2023-03-30,18.97767994930174,14.327992254862155,4.703814320873784
2023-03-31,28.17170863034587,3.887596182069246,4.4301252038618575
2023-04-01,19.903340889413002,10.80127495196463,4.811254725768789
2023-04-02,23.841045888557716,8.042676871451725,4.583200702354131
2023-04-03,14.109066923230735,5.91138765390562,4.593179074531007
2023-04-04,14.676306761287892,5.241401291755535,4.550650134888087
2023-04-05,22.702419814778466,22.196096837437516,4.468090975818268
2023-04-06,19.858172071966617,1.1691814338272921,4.420846225572877
2023-04-07,16.043934763571016,11.931485808344885,4.264370328794652
2023-04-08,13.701157794791072,1.028613093166771,4.416783065363627
2023-04-09,22.524698075181284,3.1236315825019094,4.045632763430586
2023-04-10,18.12083570898982,5.161689209392004,4.300168196177925
2023-04-11,15.835832449229551,13.378198589914852,4.255850566514665
2023-04-12,24.27632864626024,1.7846541100434032,4.309028984521576
2023-04-13,23.12509888228684,11.018928527729987,4.259770963803157
2023-04-14,22.23361798924058,4.738104934801887,3.82486655489922
2023-04-15,22.595740995330146,14.314722933171568,3.923186890584685
2023-04-16,22.639351670129987,0.7398824052080246,4.006247604710963
2023-04-17,11.269985385394003,0.7077051004640347,4.227904621691593
2023-04-18,17.70776602809277,2.546947055287739,3.943419251636265
2023-04-19,19.051475732616332,3.7764252483607614,3.946675048631145
2023-04-20,16.370227317788448,2.740203898617591,4.24247019423545
2023-04-21,16.876123031838983,12.851290865535665,4.111339123008288
2023-04-22,16.640366559068045,6.054597015388287,4.084160306035409
2023-04-23,27.49060624088651,0.26159708358468503,4.391297002189124
2023-04-24,16.517002366221938,3.9054760339863472,4.440099882326575
2023-04-25,21.344549707116208,3.6993052737597494,4.28497993823881
2023-04-26,25.616808200230164,23.773405625447804,4.516641440915778
2023-04-27,14.714888637050626,23.85407474087067,4.685124719412013
2023-04-28,17.261789443568055,15.029573531507513,4.49454495878739
2023-04-29,18.73010694676998,2.8726516572396363,4.600109317918446
2023-04-30,20.525038425551156,1.663811077047868,4.301546159407474
2023-05-01,22.663216100526448,8.391139562594786,4.3984123010767995
2023-05-02,24.633491003990535,3.593703540482021,4.737331754347075
2023-05-03,23.53816387648762,10.688060656108382,4.729265660152842
2023-05-04,28.21718738332055,18.969355386676455,4.6237018398963965
2023-05-05,12.443345013325064,1.4848629464853071,5.373227312634887
2023-05-06,11.468063954776328,3.7008280725934837,4.740901486560779
2023-05-07,29.35757732608766,7.898487790873664,4.6923571375692665
2023-05-08,14.621063792591794,4.2528432857276925,4.644349082875631
2023-05-09,25.927532376231664,8.388629116929685,5.109639888344035
2023-05-10,16.719559829266096,8.974161733184992,5.146939566280357
2023-05-11,18.19343772662934,6.266660195556115,4.862513106065308
2023-05-12,23.95535742769263,14.701664996140508,4.880774005057613
2023-05-13,19.298592469304687,2.9843891114553953,5.200893852247374
2023-05-14,11.565541923447508,8.272753995650676,5.082002096803101
